id,true_label,stop_horizon_percent,predicted_label,stable_singleton,correct,set_size_at_stop_or_endpoint
2_trans_89.csv,1,15,1,1,1,1
2_trans_2847.csv,2,55,2,1,1,1
2_trans_76.csv,1,15,1,1,1,1
2_trans_1143.csv,1,15,1,1,1,1
2_trans_2338.csv,1,30,1,1,1,1
2_trans_1631.csv,1,15,1,1,1,1
2_trans_2310.csv,1,15,1,1,1,1
2_trans_1619.csv,1,15,1,1,1,1
2_trans_2304.csv,3,40,3,1,1,1
2_trans_1180.csv,1,15,1,1,1,1
2_trans_2489.csv,1,15,4,1,0,1
2_trans_388.csv,1,20,1,1,1,1
2_trans_1816.csv,3,70,3,1,1,1
2_trans_1182.csv,1,15,1,1,1,1
2_trans_2306.csv,1,60,1,1,1,1
2_trans_361.csv,1,40,4,1,0,1
2_trans_1155.csv,3,15,3,1,1,1
2_trans_407.csv,1,15,1,1,1,1
2_trans_188.csv,1,65,4,1,0,1
2_trans_2879.csv,2,20,4,1,0,1
2_trans_2845.csv,2,80,2,1,1,1
2_trans_1394.csv,1,15,1,1,1,1
2_trans_2110.csv,1,15,1,1,1,1
2_trans_639.csv,1,15,1,1,1,1
2_trans_1343.csv,1,15,1,1,1,1
2_trans_1425.csv,1,15,1,1,1,1
2_trans_2919.csv,4,20,4,1,1,1
2_trans_2931.csv,2,55,2,1,1,1
2_trans_981.csv,1,15,1,1,1,1
2_trans_1579.csv,1,15,1,1,1,1
2_trans_1237.csv,4,60,4,1,1,1
2_trans_765.csv,1,15,1,1,1,1
2_trans_1545.csv,1,15,1,1,1,1
2_trans_1223.csv,1,15,1,1,1,1
2_trans_1974.csv,1,15,4,1,0,1
2_trans_1009.csv,1,15,1,1,1,1
2_trans_2272.csv,1,45,1,1,1,1
2_trans_2528.csv,1,60,1,1,1,1
2_trans_573.csv,3,40,3,1,1,1
2_trans_214.csv,1,15,1,1,1,1
2_trans_2529.csv,1,30,1,1,1,1
2_trans_1746.csv,1,15,1,1,1,1
2_trans_1752.csv,1,15,1,1,1,1
2_trans_200.csv,1,25,4,1,0,1
2_trans_2515.csv,1,15,1,1,1,1
2_trans_1008.csv,1,40,1,1,1,1
2_trans_1785.csv,1,15,1,1,1,1
2_trans_1949.csv,4,15,4,1,1,1
2_trans_1544.csv,4,15,4,1,1,1
2_trans_1222.csv,1,40,1,1,1,1
2_trans_1550.csv,1,45,1,1,1,1
2_trans_2071.csv,1,15,1,1,1,1
2_trans_1578.csv,1,25,1,1,1,1
2_trans_2717.csv,1,15,1,1,1,1
2_trans_758.csv,1,15,1,1,1,1
2_trans_2930.csv,2,15,2,1,1,1
2_trans_1593.csv,1,15,1,1,1,1
2_trans_957.csv,1,15,1,1,1,1
2_trans_2139.csv,1,25,1,1,1,1
2_trans_2887.csv,2,100,2,0,1,2
2_trans_176.csv,1,15,1,1,1,1
2_trans_2893.csv,2,40,2,1,1,1
2_trans_610.csv,1,15,1,1,1,1
2_trans_638.csv,1,15,1,1,1,1
2_trans_1418.csv,1,45,4,1,0,1
2_trans_1154.csv,1,15,1,1,1,1
2_trans_406.csv,1,40,1,1,1,1
2_trans_1632.csv,1,45,1,1,1,1
2_trans_1140.csv,1,15,3,1,0,1
2_trans_2313.csv,1,40,1,1,1,1
2_trans_1197.csv,1,15,1,1,1,1
2_trans_1829.csv,1,15,1,1,1,1
2_trans_1183.csv,1,15,1,1,1,1
2_trans_1696.csv,1,15,1,1,1,1
2_trans_461.csv,1,15,1,1,1,1
2_trans_1655.csv,3,80,3,1,1,1
2_trans_878.csv,1,15,1,1,1,1
2_trans_844.csv,1,15,1,1,1,1
2_trans_1325.csv,1,45,4,1,0,1
2_trans_111.csv,1,15,1,1,1,1
2_trans_663.csv,1,15,1,1,1,1
2_trans_2604.csv,1,15,1,1,1,1
2_trans_2943.csv,4,20,4,1,1,1
2_trans_918.csv,1,15,1,1,1,1
2_trans_703.csv,3,15,3,1,1,1
2_trans_1245.csv,1,15,1,1,1,1
2_trans_2764.csv,1,15,1,1,1,1
2_trans_2002.csv,1,45,1,1,1,1
2_trans_528.csv,1,85,3,1,0,1
2_trans_1708.csv,1,15,1,1,1,1
2_trans_2201.csv,4,15,4,1,1,1
2_trans_1720.csv,1,15,1,1,1,1
2_trans_1052.csv,1,15,1,1,1,1
2_trans_1907.csv,4,25,4,1,1,1
2_trans_1091.csv,1,25,1,1,1,1
2_trans_2995.csv,2,25,2,1,1,1
2_trans_1536.csv,1,15,1,1,1,1
2_trans_931.csv,1,75,1,1,1,1
2_trans_2956.csv,4,55,4,1,1,1
2_trans_919.csv,1,15,1,1,1,1
2_trans_2163.csv,1,45,4,1,0,1
2_trans_138.csv,1,15,1,1,1,1
2_trans_110.csv,1,15,1,1,1,1
2_trans_676.csv,1,15,1,1,1,1
2_trans_845.csv,1,15,1,1,1,1
2_trans_851.csv,1,15,1,1,1,1
2_trans_1495.csv,4,60,4,1,1,1
2_trans_13.csv,1,15,1,1,1,1
2_trans_879.csv,1,15,1,1,1,1
2_trans_1481.csv,1,15,1,1,1,1
2_trans_2407.csv,3,60,1,1,0,1
2_trans_2361.csv,4,55,4,1,1,1
2_trans_448.csv,3,60,3,1,1,1
2_trans_2375.csv,1,15,1,1,1,1
2_trans_306.csv,4,25,1,1,0,1
2_trans_1132.csv,1,15,3,1,0,1
2_trans_460.csv,1,15,4,1,0,1
2_trans_2349.csv,1,15,1,1,1,1
2_trans_1640.csv,1,35,3,1,0,1
2_trans_312.csv,4,95,3,1,0,1
2_trans_1871.csv,1,15,1,1,1,1
2_trans_1865.csv,1,15,1,1,1,1
2_trans_1124.csv,3,40,3,1,1,1
2_trans_1642.csv,3,30,3,1,1,1
2_trans_2411.csv,1,15,1,1,1,1
2_trans_2834.csv,2,15,2,1,1,1
2_trans_1454.csv,1,15,1,1,1,1
2_trans_660.csv,1,30,4,1,0,1
2_trans_2954.csv,2,35,2,1,1,1
2_trans_1246.csv,1,60,4,1,0,1
2_trans_2015.csv,4,60,4,1,1,1
2_trans_1508.csv,1,15,4,1,0,1
2_trans_1050.csv,1,15,1,1,1,1
2_trans_2571.csv,1,15,1,1,1,1
2_trans_2203.csv,1,15,1,1,1,1
2_trans_2216.csv,1,20,3,1,0,1
2_trans_1079.csv,1,75,3,1,0,1
2_trans_1051.csv,1,15,1,1,1,1
2_trans_265.csv,1,15,1,1,1,1
2_trans_1737.csv,1,15,1,1,1,1
2_trans_1086.csv,1,15,1,1,1,1
2_trans_2000.csv,1,15,1,1,1,1
2_trans_2772.csv,1,15,1,1,1,1
2_trans_729.csv,1,50,1,1,1,1
2_trans_2014.csv,1,45,1,1,1,1
2_trans_1535.csv,4,15,4,1,1,1
2_trans_2982.csv,4,70,4,1,1,1
2_trans_1521.csv,1,15,1,1,1,1
2_trans_2799.csv,1,40,3,1,0,1
2_trans_2160.csv,4,70,4,1,1,1
2_trans_1327.csv,1,15,1,1,1,1
2_trans_1333.csv,1,15,1,1,1,1
2_trans_107.csv,3,75,3,1,1,1
2_trans_1455.csv,1,15,1,1,1,1
2_trans_38.csv,1,40,1,1,1,1
2_trans_2821.csv,2,20,2,1,1,1
2_trans_10.csv,1,15,1,1,1,1
2_trans_2404.csv,1,55,1,1,1,1
2_trans_339.csv,1,35,3,1,0,1
2_trans_1125.csv,1,15,1,1,1,1
2_trans_477.csv,1,15,1,1,1,1
2_trans_1657.csv,1,15,1,1,1,1
2_trans_463.csv,1,15,1,1,1,1
2_trans_305.csv,1,15,1,1,1,1
2_trans_1680.csv,1,15,1,1,1,1
2_trans_2400.csv,1,15,1,1,1,1
2_trans_301.csv,1,15,4,1,0,1
2_trans_467.csv,1,15,1,1,1,1
2_trans_1653.csv,1,15,1,1,1,1
2_trans_1647.csv,1,15,1,1,1,1
2_trans_2428.csv,1,15,1,1,1,1
2_trans_842.csv,1,15,1,1,1,1
2_trans_856.csv,1,20,1,1,1,1
2_trans_2825.csv,2,30,2,1,1,1
2_trans_2831.csv,2,20,2,1,1,1
2_trans_2602.csv,3,35,3,1,1,1
2_trans_1479.csv,1,15,1,1,1,1
2_trans_895.csv,1,15,1,1,1,1
2_trans_2170.csv,1,15,1,1,1,1
2_trans_1451.csv,4,40,4,1,1,1
2_trans_103.csv,4,40,4,1,1,1
2_trans_1337.csv,4,15,4,1,1,1
2_trans_671.csv,1,15,1,1,1,1
2_trans_1445.csv,1,35,4,1,0,1
2_trans_922.csv,1,15,1,1,1,1
2_trans_2010.csv,4,55,4,1,1,1
2_trans_2004.csv,3,45,3,1,1,1
2_trans_711.csv,1,65,1,1,1,1
2_trans_1.csv,3,15,3,1,1,1
2_trans_1257.csv,1,15,1,1,1,1
2_trans_2986.csv,2,25,2,1,1,1
2_trans_2038.csv,3,45,3,1,1,1
2_trans_705.csv,1,55,4,1,0,1
2_trans_1531.csv,1,15,1,1,1,1
2_trans_1096.csv,1,20,1,1,1,1
2_trans_2212.csv,1,15,1,1,1,1
2_trans_2206.csv,1,15,1,1,1,1
2_trans_1733.csv,1,15,1,1,1,1
2_trans_261.csv,1,15,1,1,1,1
2_trans_1055.csv,1,15,1,1,1,1
2_trans_1732.csv,1,15,1,1,1,1
2_trans_1040.csv,1,15,1,1,1,1
2_trans_1726.csv,1,15,1,1,1,1
2_trans_2207.csv,1,15,1,1,1,1
2_trans_248.csv,1,15,1,1,1,1
2_trans_2575.csv,1,15,1,1,1,1
2_trans_2213.csv,1,15,1,1,1,1
2_trans_1929.csv,1,40,4,1,0,1
2_trans_1915.csv,1,15,1,1,1,1
2_trans_1256.csv,3,15,3,1,1,1
2_trans_1530.csv,1,15,1,1,1,1
2_trans_1524.csv,1,15,1,1,1,1
2_trans_2993.csv,4,40,2,1,0,1
2_trans_2005.csv,1,15,1,1,1,1
2_trans_1518.csv,1,15,1,1,1,1
2_trans_1281.csv,1,15,1,1,1,1
2_trans_664.csv,1,15,1,1,1,1
2_trans_102.csv,1,15,1,1,1,1
2_trans_2171.csv,1,15,1,1,1,1
2_trans_1493.csv,1,100,1,0,1,0
2_trans_29.csv,1,15,1,1,1,1
2_trans_472.csv,1,15,1,1,1,1
2_trans_300.csv,1,55,4,1,0,1
2_trans_1134.csv,1,90,4,1,0,1
2_trans_2373.csv,1,15,1,1,1,1
2_trans_2415.csv,1,50,1,1,1,1
2_trans_1685.csv,3,85,3,1,1,1
2_trans_2398.csv,1,15,1,1,1,1
2_trans_1687.csv,1,15,1,1,1,1
2_trans_1693.csv,1,15,1,1,1,1
2_trans_2371.csv,1,15,1,1,1,1
2_trans_2365.csv,1,40,4,1,0,1
2_trans_316.csv,1,15,1,1,1,1
2_trans_470.csv,1,15,1,1,1,1
2_trans_2359.csv,1,15,3,1,0,1
2_trans_464.csv,1,15,1,1,1,1
2_trans_1136.csv,1,15,1,1,1,1
2_trans_1485.csv,1,75,1,1,1,1
2_trans_2198.csv,1,15,1,1,1,1
2_trans_17.csv,3,40,3,1,1,1
2_trans_1491.csv,1,15,1,1,1,1
2_trans_128.csv,4,15,4,1,1,1
2_trans_2601.csv,1,15,1,1,1,1
2_trans_1446.csv,1,15,3,1,0,1
2_trans_1320.csv,1,15,1,1,1,1
2_trans_2946.csv,4,20,4,1,1,1
2_trans_1283.csv,1,45,1,1,1,1
2_trans_909.csv,1,45,1,1,1,1
2_trans_2749.csv,1,25,1,1,1,1
2_trans_1095.csv,1,15,1,1,1,1
2_trans_1081.csv,4,15,4,1,1,1
2_trans_1056.csv,1,15,1,1,1,1
2_trans_504.csv,1,60,3,1,0,1
2_trans_2239.csv,1,55,4,1,0,1
2_trans_510.csv,1,75,1,1,1,1
2_trans_276.csv,1,15,1,1,1,1
2_trans_1725.csv,1,15,1,1,1,1
2_trans_511.csv,1,15,1,1,1,1
2_trans_2238.csv,1,15,3,1,0,1
2_trans_1731.csv,1,15,1,1,1,1
2_trans_2562.csv,1,45,1,1,1,1
2_trans_1080.csv,1,15,1,1,1,1
2_trans_1902.csv,3,15,3,1,1,1
2_trans_288.csv,1,65,1,1,1,1
2_trans_1527.csv,1,15,1,1,1,1
2_trans_2984.csv,2,40,2,1,1,1
2_trans_2760.csv,1,15,1,1,1,1
2_trans_2953.csv,4,100,2,0,0,2
2_trans_1296.csv,1,60,4,1,0,1
2_trans_1335.csv,1,15,1,1,1,1
2_trans_2628.csv,1,15,1,1,1,1
2_trans_1321.csv,1,15,1,1,1,1
2_trans_883.csv,1,15,1,1,1,1
2_trans_2172.csv,1,30,4,1,0,1
2_trans_897.csv,1,15,1,1,1,1
2_trans_129.csv,3,15,3,1,1,1
2_trans_2827.csv,2,30,2,1,1,1
2_trans_16.csv,1,15,1,1,1,1
2_trans_868.csv,4,70,4,1,1,1
2_trans_698.csv,1,15,1,1,1,1
2_trans_840.csv,1,15,1,1,1,1
2_trans_1889.csv,1,15,1,1,1,1
2_trans_2358.csv,1,15,1,1,1,1
2_trans_317.csv,1,15,1,1,1,1
2_trans_459.csv,1,15,1,1,1,1
2_trans_1686.csv,1,15,1,1,1,1
